building_id,cv,ac_24,ac_168,dominant_period,energy_ratio,spectral_entropy,baseload_ratio,peak_to_trough,ramp_steepness,trend_strength,seasonal_strength_24,seasonal_strength_168,weekend_weekday_ratio,dow_range,profile_consistency_mean,profile_consistency_std,interdaily_stability,intradaily_variability,stability,lumpiness,permutation_entropy,dfa_alpha,skewness,kurtosis,dynamic_range,flat_spot_frac,harmonic_ratio,n_spectral_peaks,annual_amplitude,ac_divergence,trend_shift,band24_traj_std,band24_traj_trend,level_traj_trend,halves_var_logratio,site,btype
Bear_education_Austin,0.7309685345202653,0.6825937968363939,0.9364240540441287,23.813953488372093,0.47301780876848276,0.47002111750701997,0.3906571968668788,4.427374301675978,0.7943002285326567,0.22873368220910695,0.8722911759339295,0.8488737305690657,0.3840416855539795,0.8103895889061985,0.8160504700940903,0.3244634281969791,0.4929122000306474,0.1324923121559201,0.021324681048220277,0.0838301154853553,0.8937562767649987,0.5459306751255517,0.8859003935093089,-0.7893693146292491,1.9503721338987945,0.004223744292237443,0.09588501366323793,30.0,0.22510444815748284,0.08096852215352712,0.0301617647681124,0.07446160257839943,-0.14830343717417466,-0.10087456479825128,-0.10964310138726846,Bear,education
Bear_education_Babara,0.09836842752704175,0.7571474010013061,0.5106015087305891,23.813953488372093,0.32161899142350836,0.5707710738054602,0.9476904073353579,1.1587454622425932,0.0347917862982329,0.5567581655597111,0.4364282671971512,0.10284707369355428,0.9696990434929563,0.03595586191695984,0.8125959881789242,0.2467444875245412,0.24398180740439346,0.12859846573684322,0.33587534247124534,0.34615611476484975,0.8490226955460459,0.8983262411399431,1.014971906703305,1.5327975814651138,0.41969966638652234,0.002054794520547945,0.15002341417820816,7.0,0.13950399448136594,0.24771810001605626,0.01463535575002476,0.1313981929184549,-0.2011467019539609,0.020718988537082324,0.5210866013544004,Bear,education
Bear_education_Benita,0.10685415144358155,0.8812995239953999,0.6535080802198965,23.813953488372093,0.4093998349463834,0.4883844294123403,0.9367549222102278,1.1814175671046891,0.048078591937054764,0.7838924180433994,0.5534192818595575,0.0911194797710363,0.9771292688955666,0.029014962406458542,0.9035407453195387,0.15085416089992454,0.2058693438131331,0.06312993279588217,0.54071334411677,0.14393856770778804,0.7532136581924722,0.8938071107862405,0.49513894687782334,-0.12779536040410244,0.4480732663748002,0.03744292237442922,0.07633710439586257,10.0,0.2702784576419345,0.22221737975895173,0.07403159973649329,0.2107756174607961,0.17254876023747914,0.13258515337454463,0.06866966911493133,Bear,education
Bear_education_Bob,0.38222087237558805,0.7413209117891069,0.8922431010313105,23.813953488372093,0.5228964753103772,0.42787654630026034,0.6363106559698649,2.1659749275030613,0.24196711417666442,0.3972205942244109,0.8060313376120372,0.742466247111807,0.6494134132653818,0.45104639824475046,0.9030810087865722,0.19736035299926386,0.47351006742089424,0.06860246049816589,0.07299102123246991,0.14224711709557905,0.7851858916172922,0.6136449451277254,0.7258874170690686,-0.7736231703935026,1.1405335144424944,0.0005707762557077625,0.03919283038611921,26.0,0.2061669200508453,0.06519085310709449,0.04904366531692021,0.10597049679307124,0.016875004461927995,0.06295600417541587,0.007824184943876624,Bear,education
Bear_education_Bulah,0.10899402479995077,0.842572959699065,0.6310542144702947,23.813953488372093,0.44377142834283184,0.4862076225818334,0.9322011157423765,1.2068722466960353,0.03652174025820589,0.6940866500963836,0.6035048678229489,0.09674897617578504,0.9708168499028935,0.036048735271200574,0.9080917027755012,0.12344466373818816,0.30834205553476995,0.05907503675675654,0.4174104682330334,0.11555142940647826,0.7923407755842128,0.8604207686158303,0.8508559901558252,0.5291541380886255,0.4619822399402822,0.004223744292237443,0.07452555452307823,13.0,0.19704582072421875,0.0643376104335811,0.08721703508829394,0.14412620453104008,0.133554510113276,0.12983899419507614,0.3133108875362333,Bear,education
Bear_education_Carlo,0.6839774100239266,0.7140179862264452,0.7886270227498974,23.813953488372093,0.46143986041285845,0.5326795779998299,0.5590362233488848,3.6065268065268072,0.5925841174625782,0.2751148372660446,0.7255688721658737,0.5976644624372232,0.5457364404448255,0.5718093581186012,0.8075534884886431,0.24168207951293158,0.4762815579439322,0.16235180780067268,0.05565765156333659,0.12528152336108267,0.8733096125963877,0.5920354026984792,1.4591923876870383,1.3422805699781106,2.121845101381524,0.004223744292237443,0.16539147999816417,18.0,0.34164998514027106,0.10234801412472705,0.11542421506594035,0.08125527457516504,-0.09310728350336926,-0.1983569012648976,-0.0760396844281878,Bear,education
Bear_education_Chad,0.13859016230760735,0.8849781578153947,0.8287551807789217,23.813953488372093,0.6526157762010225,0.40537722484836713,0.889798793727962,1.2827562745064278,0.04932918203395338,0.7727173626782248,0.7819828513627679,0.3214205427644383,0.9472628636733046,0.0676952477890697,0.9244532492609673,0.11797451797336383,0.42045253172371994,0.08823650375999084,0.37399604121333613,0.09094802051619605,0.7662117581402142,0.7809709838112532,0.5448421700195915,0.4146483042838631,0.5763254576394962,0.00034246575342465754,0.025423430091238458,14.0,0.2734551971853342,0.07602117245191042,0.03393641014964972,0.13225703766328453,0.05091509569807169,0.024418264508181485,0.32132560274812144,Bear,education
Bear_education_Chana,0.23968626932519235,0.7406871588113852,0.772766972037912,23.813953488372093,0.4683222376187878,0.5168888041086925,0.845432098765432,1.5142857142857142,0.15407407407407409,0.38296142147958845,0.6231473830679342,0.5029660013061328,0.8334832353453547,0.22336976843060483,0.7141748916730131,0.40453816244991986,0.38238898447717606,0.1186863533809929,0.13353863829011642,0.24580276125379333,0.8016263526058139,0.6690741935232725,1.227022384129418,0.4260386439563395,0.750305594368848,0.004223744292237443,0.08591429517321876,19.0,0.17534961952437536,0.07493632034815378,0.002063284419390087,0.1310433614216854,-0.21051006621298315,-0.0003600781657724533,0.10193882507786185,Bear,education
Bear_education_Chun,0.34509667104457387,0.9006404404992173,0.7372717194827306,23.813953488372093,0.4333445173004023,0.47244732484377094,0.8050485416436206,1.6419524551831643,0.1375242971601953,0.8507198455138754,0.6484571401635277,0.21275537704700143,0.9067127204788608,0.10446916161318051,0.9241168417826852,0.10437115843711185,0.20707970505591425,0.04098468819460679,0.5870443880722386,0.10387042503826666,0.7475430940686606,0.9355691030545372,0.9080458543198167,0.49478051692367764,1.3827569514981912,0.004223744292237443,0.06572744686736891,12.0,0.858200799602865,0.07980527972518414,0.19138845350556802,0.1642776228355111,-0.21327625747128653,0.13267472672560143,1.0275641377576583,Bear,education
Bear_education_Clint,0.17192695150170825,0.6951455708431428,0.8230260940725358,23.813953488372093,0.4733048296406849,0.5229874374122113,0.861572949747805,1.4126984126984128,0.17037175415654773,0.2966079611484119,0.7329416520651038,0.6275014620778454,0.8535670439627847,0.17119458634180726,0.7893308809881296,0.30650479597107677,0.46520465053433385,0.18924120133756028,0.06708838053755578,0.06702025887133158,0.8473811273746094,0.6103484006587887,0.7922749127182289,-0.4312832205541106,0.5984774206327852,0.004223744292237443,0.11290036315809181,17.0,0.09836025990850752,0.034557922148374165,0.04486521458119598,0.08938021756252332,0.12630442577499934,-0.08233344120048092,0.17146520667487322,Bear,education
Bear_education_Curtis,0.1639065383793016,0.7757347814954035,0.738645578421694,23.813953488372093,0.4483934448641293,0.49201112703450434,0.884497485193893,1.3673469387755102,0.08571173476979851,0.6029881143838367,0.7391771199970085,0.5766491731304936,0.8864429298860836,0.13170914222820518,0.8686549380108488,0.22340741645363998,0.4188622741799564,0.0851324197057948,0.19314034933497798,0.12064121553505786,0.793925433739669,0.8050569103694285,0.6436278526344054,0.6249258640487976,0.6220978344018977,0.004223744292237443,0.11126535405266179,20.0,0.1615239857417674,0.05766696229053292,0.05380999637459568,0.12876068729893378,-0.1913038829601775,-0.1220714728015001,0.17068590725652774,Bear,education
Bear_education_Danna,0.4317329382602346,0.5736236573968131,0.8828721837931578,170.66666666666666,0.30488051156033374,0.46586886094058244,0.7337615988579587,1.9096385542168675,0.21627408993576017,0.4777999596231315,0.6641481779731123,0.8141082667429014,0.46567899536277363,0.7323754091002019,0.7437156883320761,0.37344765230499377,0.2352086430923336,0.05753065835345947,0.11005311304410591,0.11910694481942473,0.8149312939147801,0.7454045105115304,0.47088213247577154,-0.8514845806737759,1.5698252129607169,0.00034246575342465754,0.03667748326892872,21.0,0.40333491440333735,0.08447399499367725,0.036230544837857905,0.07561568389677871,-0.18639845161838534,0.004965099481536485,0.2445508532562295,Bear,education
Bear_education_Darrell,0.6655392795738081,0.7315848854665542,0.8989076044167309,23.813953488372093,0.5338001964284295,0.4818011848120228,0.41583742318164824,3.8483620021695337,0.6639287835025668,0.33054100997376523,0.7822249817594291,0.6435332790137969,0.5341167719049742,0.6399906067097719,0.7967351058594626,0.3272716033217981,0.5174087398529856,0.1675567071286222,0.07073639369863982,0.271778330680489,0.8185681804997316,0.5756328901358789,0.728309144589108,-0.8572660793064397,1.8085257618200092,0.00228310502283105,0.13700766502542966,33.0,0.47104257231298474,0.1065666173860853,0.21973964266267143,0.0737645763736781,-0.1005531286087881,-0.355344538554067,-0.7428164625322381,Bear,education
Bear_education_Deena,0.3485642926459192,0.744264108122528,0.707892917524039,23.813953488372093,0.426010511744418,0.5676661134991008,0.7094890510948906,2.2083333333333335,0.32116788321167883,0.4754404795384788,0.6230020254904297,0.3796707589411812,0.7954628175129016,0.2541389849933355,0.773166779546509,0.2719550315076957,0.39338142407879384,0.1740364245745926,0.19901578698199918,0.10975330041882053,0.8719362626860382,0.730138998038785,0.8232299879866692,-0.35173519202027403,1.1347031086767656,0.06027397260273973,0.2439149972410513,14.0,0.38121693038442944,0.042120162439663544,0.0054361354658717335,0.1537103861432719,0.30370461796231524,0.03893093518724548,-0.003531901683145179,Bear,education
Bear_education_Derek,0.17942164348977443,0.7882549019847437,0.3623866337770606,23.813953488372093,0.2520646903275063,0.4873925982500131,0.902501819057734,1.2592451027233638,0.056495610072134515,0.6493334462964264,0.4182430454891758,0.12719853258862113,0.9415535892781405,0.08033396892761266,0.9062844405446143,0.19541149591674595,0.19137737310806724,0.06115066978580818,0.3687554148204901,2.0197041726250355,0.8035283399566832,0.918817172497263,-3.2307201577055147,16.513457875897892,0.44074856209756286,0.01141552511415525,0.04355378301581571,9.0,0.2559663297409384,0.20485909196377472,0.028188745540492978,0.17868657407646737,0.09750404698393578,0.03313382063779585,-0.08620122072551974,Bear,education
Bear_education_Destiny,0.3933880340671587,0.8579251199614878,0.8349271734668445,23.813953488372093,0.7150989221999352,0.3869220923293646,0.6276544115148693,2.8792997435366456,0.2743499852301861,0.418668724175994,0.8146990266461885,0.3751095073506635,0.814259791391357,0.23434492952910305,0.9449403395102818,0.05803862651690004,0.6509638886030524,0.12801767556121646,0.09308146347575691,0.11797608319214775,0.7721302680076596,0.6052202342901768,0.6349588129082162,-0.3671158141119548,1.4423710345996315,0.00022831050228310502,0.03172216052090274,15.0,0.3839254461203488,0.059005612393986606,0.09553454294126222,0.08746774202933283,0.10693497371330944,-0.18304645549539955,0.2611981103825306,Bear,education
Bear_education_Elise,0.34003525609036045,0.7492665302236102,0.7277443598505127,23.813953488372093,0.5497096568916986,0.5109754682580323,0.6115696380029275,2.209119591834838,0.2973635406409186,0.3880378074328714,0.6756967297923454,0.27248203589914555,1.048356918041966,0.16682038410054356,0.8107550564351532,0.29892685032781025,0.506827082965024,0.15713602610789765,0.14183899606236938,0.09357154198240213,0.8670070983098245,0.6852322107214227,0.2700418822727086,-0.44064379510833884,1.3669154067643305,0.0005707762557077625,0.13941071203580468,18.0,0.2965758461164644,0.042812241593099154,0.013608554717959652,0.10724106492739874,-0.007607234304167956,0.03834609459692565,0.1460230215663447,Bear,education
Bear_education_Fannie,0.15088566586385166,0.7781769660646944,0.45692949370607533,23.813953488372093,0.2814071564352954,0.5467793491853302,0.9442199611101566,1.1714206807964034,0.03560949748200786,0.6017075165082444,0.36685009265129376,0.05732745648059345,0.9641014789354687,0.05073491108341978,0.8385787332132261,0.16556920246781617,0.1818720717101406,0.07847297927135898,0.40095508550996306,0.3195536353996489,0.807635139018613,0.9649424528713548,1.2749480217141465,1.0058645881986648,0.5453726702242935,0.0018264840182648401,0.1260449411076316,9.0,0.34462912214880925,0.4103759239710752,0.02879316180561477,0.1537046241916805,-0.17601029071427246,0.003975368430635038,0.9274456008792512,Bear,education
Bear_education_Gavin,0.0958188614291068,0.7265788379623158,0.7672719052445554,23.813953488372093,0.3982663197670606,0.5797327596570193,0.9433547135618773,1.1995878270179738,0.05313474087766742,0.562438587785745,0.6519272038213855,0.5329488589824718,0.9283682410762932,0.08030128526984134,0.7306452060271599,0.2995831351891253,0.3499863368121983,0.25659395479626673,0.2248026639741995,0.05130363972831025,0.955220735925733,0.7125780642159624,0.5970711506474284,-0.06005069631296944,0.375258231642569,0.00022831050228310502,0.19411682138422473,13.0,0.11816984604672277,0.018654655513428375,0.008468184044178595,0.09200806391306579,-0.21760762005646647,-0.025532995437919134,0.1439277881921743,Bear,education
Bear_education_Herb,0.3800558619564521,0.651231027717241,0.8586616398373249,23.813953488372093,0.4009418224600776,0.5103838304741477,0.6679573720775915,2.051379232448985,0.36059448843028724,0.36325270971458923,0.7065512569862415,0.7060082772907721,0.6243419459482134,0.451300116196073,0.7878402157912462,0.25357562900443903,0.37361800289063074,0.10694029974043769,0.08690071582334119,0.10990065354546465,0.8983607609893874,0.627738259563446,0.710978288660376,-0.70125599772852,1.1973406418585648,0.004223744292237443,0.12002535393429647,21.0,0.31417063193076755,0.12057472470514874,0.04051828181118678,0.08636256659618136,-0.04156936535044375,-0.10629049798600852,-0.07060548101630042,Bear,education
Bear_education_Irene,0.36146175990444557,-0.047225564207174706,0.4869336387362749,170.66666666666666,0.22345212897227015,0.5896885180532442,0.9760531772860267,1.0685314685314686,0.05454080618129136,0.02889315066495335,0.00731108131831415,0.23421974638850296,0.7967223177938272,0.43724359872076385,0.3617141064439436,0.43505950413798083,0.005442529113380058,0.067443333669705,0.03279062254538044,0.13711581691192898,0.9301046302969237,0.7200623352925571,2.200427138857496,3.0623452176088772,0.9552285995915271,0.004223744292237443,0.8633770849582718,15.0,0.13596190379660678,0.24874168267742158,0.050370377935689194,0.08208837618142457,1.4117847880452332,-0.1081356309072989,-0.13334393084946164,Bear,education
Bear_education_Iris,0.39767725429956924,0.7448792037476953,0.883522905339551,23.813953488372093,0.5398026485247662,0.4491077464406088,0.5842309385985442,2.550176056338028,0.2291549763353418,0.4414425276194023,0.8195131028566117,0.713655333078167,0.6318589234563582,0.43478630952684133,0.8699942787791072,0.30620723634508334,0.5097579241203315,0.11758659910072262,0.08527944354948645,0.08647480087817097,0.8524285200390046,0.5685583513328559,0.540132833968077,-0.4759928723377729,1.4480006514552453,0.00045662100456621003,0.09953402444017677,20.0,0.30112346678469304,0.02422937389600477,0.11929083826621688,0.07443169623621479,-0.10960651594720765,-0.24005709501941774,-0.10758212353114341,Bear,education
Bear_education_Katy,0.3313831290039733,0.7698950955684774,0.8423821768506379,23.813953488372093,0.5431471796860011,0.454806387597335,0.7485588021802343,1.8768267223382047,0.180764924622287,0.5167980510289298,0.7648172053032412,0.6070042734696179,0.7591654337415806,0.275729386757923,0.8985819423804413,0.1980013081724586,0.46952710307179324,0.0814079640432517,0.1422104865784311,0.21909213505301156,0.7936020718996838,0.6396081015334077,1.216124602483225,1.0130354521293983,1.1863398359967086,0.0006849315068493151,0.05055699303940916,18.0,0.33748813639544495,0.009593073661210094,0.08290865248314958,0.06497708525555511,0.01324359465594033,0.10936280167952869,0.3329082258628591,Bear,education
Bear_education_Lashanda,0.43041869803747607,0.8616849432981307,0.91786033128405,23.813953488372093,0.6822080210953236,0.4008791496854059,0.5295135218902548,2.7057803468208093,0.6419019208414917,0.32584901167280855,0.8676352734104137,0.5326914589019947,0.7463264423321465,0.29818385313832385,0.9396316304609004,0.10885450689158305,0.7104835073200997,0.19498256438952016,0.050077064635410985,0.07125699004468608,0.8824939891226294,0.49365852868067217,0.16706093472308456,-1.311194743983971,1.4813626285268164,0.004223744292237443,0.11820091500404625,27.0,0.2553319860399503,0.08599132106367702,0.044204581578737495,0.08681401312381665,-0.16143043149258696,0.10295215853097524,-0.1233876258347564,Bear,education
Bear_education_Laurette,0.09340016682215367,0.7112346175915392,0.4564097583968559,23.813953488372093,0.2547743736100641,0.5693104651390479,0.9553214534546607,1.1225126036286965,0.04110440955330255,0.6296996848224263,0.5014018207008413,0.3949558867096198,0.9439725853256405,0.06349451494549732,0.6983751506371492,0.3479576071875104,0.22868320973610246,0.16963721545633564,0.2877143850487276,1.008015454048075,0.9401770280321441,0.9580602899699484,-1.4704174877772904,8.81212157843611,0.3022739550460675,0.00034246575342465754,0.1311117209696992,13.0,0.1251583697713395,0.5231048203858518,0.00209430340279041,0.13063994994324196,-0.21505584171500072,-0.011610504990825244,-1.0502416603078126,Bear,education
Bear_education_Leonel,0.717614162243012,0.7834299236187788,0.9239347234045175,23.813953488372093,0.6341881057191318,0.4115296334740253,0.29169572056367266,6.594101123595506,0.8036713315063162,0.22472721839052745,0.8884611327423386,0.7439741031446754,0.47151734217591407,0.6543904716596645,0.9444140011988562,0.09936904870252089,0.6516798318770274,0.13655970473253232,0.022777622484588,0.06959325421639823,0.8212237058151386,0.5101452504601085,0.5542985205701305,-1.0648224663139156,2.2817985727157772,0.0009132420091324201,0.0618604770973802,21.0,0.26412119685396346,0.11759812254737423,0.06619864489644026,0.07611453622664172,-0.1436914083992478,0.1135279837639473,0.08571593895161177,Bear,education
Bear_education_Lewis,0.4014082230025847,0.7007189630111791,0.9004271059835692,23.813953488372093,0.48445624568592355,0.4659610247771857,0.6462330758368635,2.40625,0.3189633690505856,0.30655782321830627,0.8451080716546056,0.8012786133118739,0.6499430152822385,0.41659262614735443,0.7955955675807681,0.31668656609119533,0.4947918382232243,0.09252445378036588,0.038443316353574127,0.0553401114532214,0.8169319822738703,0.5391401857422743,1.024989640566006,-0.4536755092934044,1.1098483618895854,0.004223744292237443,0.09742234184121804,28.0,0.1760647620517725,0.05734737931035194,0.00833631427505779,0.05068330456199735,-0.006186603167509084,-0.015594507116868803,0.02763091863757866,Bear,education
Bear_education_Lidia,0.44459610299870506,0.7268333168829956,0.8503045544157745,23.813953488372093,0.4653151690318949,0.5024638960163171,0.7128666347597447,2.121212121212121,0.3555541922105048,0.4205608495955293,0.7073613575054609,0.6059255426538619,0.6741373796985954,0.4093184607459517,0.8068156932237481,0.27391387747285295,0.4217542481595308,0.10899664571730391,0.12378346951248118,0.2114113378028349,0.8467294785807065,0.6248790338941824,1.3837399900844474,0.9604839640525822,1.368902618305178,0.004223744292237443,0.13209271511624618,18.0,0.3952312248999042,0.027673967329252758,0.11949552554402705,0.08835442898653216,-0.15966907929246296,-0.24892908030704616,-0.10987473853745128,Bear,education
Bear_education_Lila,0.1916306985729913,0.9170903273824067,0.9637916741099631,23.813953488372093,0.7909468902565224,0.33050965329943527,0.7609449000808594,1.5819123020706456,0.275153055330946,0.458675632149655,0.9596932609875942,0.7378566772664044,0.9192901469096996,0.09118824273468627,0.9511893279961868,0.06502124898046019,0.834182388536335,0.19023538232404746,0.02713474496134464,0.04354690472518241,0.8093837998903254,0.40836700654845925,-0.20478036559324111,-1.374398050227648,0.6339477781737897,0.0007990867579908676,0.07740568807815665,39.0,0.08717020488177026,0.012484291050050889,0.028340093332758273,0.025616767169775234,-0.011522692300498225,-0.07448215348095334,0.19318510028203686,Bear,education
Bear_education_Liliana,0.1403521892391827,0.8643861490041349,0.8243168672071784,23.813953488372093,0.6094217737844845,0.4131864934510235,0.8711202865049194,1.3354181974811234,0.06652912579310663,0.7285260221927709,0.8158115277937845,0.5046716479086282,0.9187063274798309,0.09374063931720503,0.9545961905999093,0.08454552294175877,0.48079592347173555,0.0680187596482449,0.27085879864788076,0.10410483774550708,0.6980517212811956,0.7367385523262556,0.6908154473754844,0.17201255625164213,0.5741057475143744,0.0043378995433789955,0.037986290827793597,17.0,0.2310472441073104,0.12382038366281167,0.05701647043287466,0.11683843841463622,-0.04986547940609578,0.08207713078730675,0.5616245089122897,Bear,education
Bear_education_Lorie,0.13546882473463454,0.8355986291780952,0.7185685021915914,23.813953488372093,0.6274832986602099,0.42950239468772294,0.8653775141721072,1.3333333333333333,0.05690691350973487,0.5129971447106555,0.7589945988322473,0.27091831514450904,0.938662205526033,0.07126042530723384,0.9390209020520272,0.055640040537523555,0.5614205229999032,0.13514454084137942,0.15845403643888606,0.15980163912886358,0.7275778957414027,0.729582977783154,0.7673325690796933,0.4828421736317541,0.5742859776819088,0.004223744292237443,0.02513174675728323,8.0,0.16674062126672212,0.021929260308369503,0.03288640058125044,0.09257511199910409,0.005673685177656864,0.040828962022501004,0.4344080549065578,Bear,education
