building_id,nan_frac_2016,recurrence_level,recurrence_band24,ac_divergence,trend_shift,drift_fired,p2_class
Bear_public_Lowell,0.0,0.8159813459994506,-0.031293320305323266,0.0692600309774224,0.0299107469109128,False,STABLE
Bear_public_Orville,0.0,0.6699712275892193,0.3244235722201242,0.062986565056435,0.0337861756541581,False,STABLE
Bear_public_Rayna,0.0,0.6760859130026595,0.6817077544265271,0.0398966220943011,0.0185573468353326,False,STABLE
Bear_public_Valorie,0.0,0.8310365583928332,0.5527472732233004,0.0976929631100065,0.0662280217029152,False,STABLE
Bear_science_Alison,0.001,0.22849065903128393,0.13941309443337785,0.2699166021048198,0.0058836114181683,True,TRUE_DRIFT
Bear_science_Eleanor,0.002,-0.006195750797844083,0.5395061201513773,0.3980311003352889,0.4014144288411327,True,RECURRING_SEASONAL
Bear_utility_Sidney,0.004,-0.4058026619581279,-0.2648224874060038,0.0598160478594312,0.0182619535242932,False,STABLE
Bobcat_assembly_Adam,0.003,0.7412753951158836,0.4588085157362902,0.401575779915903,0.0988235882713891,True,RECURRING_SEASONAL
Bobcat_assembly_Billy,0.025,0.6326208273834979,0.6352085715554814,0.2710879256883728,0.0188732685598558,True,RECURRING_SEASONAL
Bobcat_assembly_Camilla,0.003,-0.22696799501052145,-0.3695907921013041,0.7287937872425789,0.1491151468975562,True,TRUE_DRIFT
Bobcat_assembly_Franklin,0.03,0.32123995360579305,0.28233950387324286,0.0365972588143668,0.007560795000062,False,STABLE
Bobcat_education_Alissa,0.002,-0.21026862747611394,0.2976528660002975,0.3777327702409965,0.2832247295752572,True,TRUE_DRIFT
Bobcat_education_Angela,0.004,0.5407979869993295,0.08228428275506983,0.0612858359876463,0.08207319184947,False,STABLE
Bobcat_education_Coleman,0.038,-0.02712839218102068,-0.023550949153772493,0.1413156950566981,0.0538499829707736,False,STABLE
Bobcat_education_Dylan,0.112,0.5258727316240491,-0.14621647402074614,0.2077826596218577,0.0578727821480153,True,RECURRING_SEASONAL
Bobcat_education_Hollis,0.001,0.4626796997559625,0.36862250331981644,0.2484313503073837,0.1262039447508673,True,TRUE_DRIFT
Bobcat_education_Jayne,0.001,0.8499206374561378,0.17981775055027494,0.3453736010259617,0.4432690709648945,True,RECURRING_SEASONAL
Bobcat_education_Marisha,0.004,0.2817407220591408,0.37257932928661736,0.2353776272075101,0.1943454336610811,True,TRUE_DRIFT
Bobcat_education_Monte,0.243,0.544810104484288,0.10520454673577545,0.4148202888246072,0.2111582144045615,True,RECURRING_SEASONAL
Bobcat_education_Rosalva,0.12,0.5316316515201436,-0.28121467097404346,0.2475319049869881,0.1952156309524642,True,RECURRING_SEASONAL
Bobcat_education_Toni,0.002,0.3174075149587507,0.17015051789890778,0.1612916620440605,0.2231053123244249,True,TRUE_DRIFT
Bobcat_education_Whitney,0.024,0.8092273831662956,0.21549177764119914,0.2652061327886237,0.0434051759543826,True,RECURRING_SEASONAL
Bobcat_lodging_Darin,0.002,0.769641178127281,0.4769258306009725,0.2471467082541366,0.1734184535556274,True,RECURRING_SEASONAL
Bobcat_lodging_Melaine,0.001,0.7438834059309383,0.7571185480348347,0.1256105407865739,0.1156461202102992,False,STABLE
Bobcat_lodging_Nickolas,0.002,0.3731693788340817,0.6617895062763195,0.238450037127727,0.2419800023170487,True,RECURRING_SEASONAL
Bobcat_office_Alma,0.002,0.47784518959981637,0.4249711199413242,0.1307231974855316,0.0298465996328403,False,STABLE
Bobcat_office_Justine,0.301,0.7640731625809541,0.07741416053151717,0.3955423032811442,0.0012263993191775,True,RECURRING_SEASONAL
Bobcat_office_Kassandra,0.136,0.41735342097318984,-0.011216937730892334,0.2110898703938897,0.4227813910822767,True,TRUE_DRIFT
Bobcat_office_Melody,0.293,0.7461940824748007,0.4140624612191456,0.2470471293442637,0.0751597995901475,True,RECURRING_SEASONAL
Bobcat_office_Nikita,0.015,0.844580861325626,0.1265333108396955,0.1438732127581846,0.1198667720045544,False,STABLE
Bobcat_other_Howard,0.012,0.2149834110400966,0.03973427720960917,0.1479529006760548,0.2522618165828215,True,TRUE_DRIFT
Bobcat_other_Jovita,0.015,0.8763220475040207,0.6155117022769034,0.4735677693407513,0.9284032327950053,True,RECURRING_SEASONAL
Bobcat_other_Timothy,0.001,0.17256998319984404,0.3714089245801532,0.3340717922601046,0.2384265608438049,True,TRUE_DRIFT
Bull_assembly_Amalia,0.002,-0.0073622517234788465,-0.019428812744115356,0.7140659652625293,0.1561111273472817,True,TRUE_DRIFT
Bull_assembly_Beau,0.002,0.382132770507434,0.1848802294424417,0.0933145336548767,0.0103721030862858,False,STABLE
Bull_assembly_Brandon,0.002,0.07097431119168342,0.15131093441905802,0.5110073918861453,0.0115760228946426,True,TRUE_DRIFT
Bull_assembly_Daryl,0.024,0.5244325446519322,0.3636900384415912,0.2953382426018154,0.0616760460374571,True,RECURRING_SEASONAL
Bull_assembly_Dorethea,0.003,0.36638276092983013,-0.012790354637774096,0.3405002016464973,0.0261477318907452,True,TRUE_DRIFT
Bull_assembly_Freddie,0.002,0.548654464556638,0.08082642857251224,0.0632932380907764,0.1534920173328005,False,STABLE
Bull_assembly_Gerri,0.002,0.49137268707641124,0.3153447330089094,0.1751124502331209,0.1360474366148745,True,TRUE_DRIFT
Bull_assembly_Gigi,0.002,0.39331357146929263,-0.12936765481212203,0.2459723940440362,0.2042101332484835,True,TRUE_DRIFT
Bull_assembly_Goldie,0.002,0.5999913776939069,0.369901498188797,0.3313706784023708,0.0303424329719588,True,RECURRING_SEASONAL
Bull_assembly_Katia,0.036,0.48303980276742386,-0.10147399517615233,0.2392111801198744,0.2538106756561138,True,TRUE_DRIFT
Bull_assembly_Lance,0.001,0.3892288273618475,-0.039635522480661683,1.1330316986568127,0.0742759811366512,True,TRUE_DRIFT
Bull_assembly_Lesa,0.002,0.7100611781223948,0.12495203681723878,0.1210465742409989,0.1646238339374645,True,RECURRING_SEASONAL
Bull_assembly_Maren,0.018,0.13413330967928122,0.0852683212428263,0.2620352770006943,0.1474343161522923,True,TRUE_DRIFT
Bull_assembly_Nathanial,0.003,0.18335098522313104,-0.07875067549917385,0.8723620958197175,0.0309191845083652,True,TRUE_DRIFT
Bull_assembly_Newton,0.011,0.3173458805509412,0.4198496620062216,0.1799611164692521,0.1345897341958175,True,TRUE_DRIFT
Bull_assembly_Nick,0.002,0.2791140998258792,0.5054851787158432,0.4662875342274357,0.0051896197828401,True,RECURRING_SEASONAL
Bull_assembly_Vanessa,0.002,-0.1484725219070796,0.054220778308449305,0.2756842699471391,0.0483345714011347,True,TRUE_DRIFT
Bull_education_Annette,0.0,-0.6241443852906524,-0.3047136865734573,1.1267215028149915,0.6499889353274784,True,TRUE_DRIFT
Bull_education_Antonia,0.002,0.6433531548854544,0.11425411130537481,0.4154238588600581,0.117942876507143,True,RECURRING_SEASONAL
Bull_education_Arthur,0.002,0.20471900311926527,-0.040415409681826525,0.9170886736363124,0.0353739427591611,True,TRUE_DRIFT
Bull_education_Barry,0.002,-0.09871160021484121,-0.14260488142029257,0.2593811307864988,0.01448602440485,True,TRUE_DRIFT
Bull_education_Bernice,0.001,0.0054253913090680774,0.17234733024887516,0.6901257207850903,0.2104723901309516,True,TRUE_DRIFT
Bull_education_Brady,0.002,0.781400155740732,0.4144199465312833,0.1272996797622604,0.0446995690049585,False,STABLE
Bull_education_Brain,0.002,0.12873632444060654,0.17656304382002716,0.8648506956151072,0.0718714483533297,True,TRUE_DRIFT
Bull_education_Brandi,0.002,0.4204005325387935,0.2909902730414662,0.2660804873455201,0.0336245515971274,True,TRUE_DRIFT
Bull_education_Brenda,0.002,0.6075571064517284,0.1905156768047349,0.4830676257146331,0.050564207647996,True,RECURRING_SEASONAL
Bull_education_Bryon,0.002,0.3636463343278229,0.32057935719585706,0.2572702195927161,0.0760835061290239,True,TRUE_DRIFT
Bull_education_Carl,0.002,0.044281576583743314,-0.16051170393316586,0.5780439651389011,0.0220153038977776,True,TRUE_DRIFT
Bull_education_Clarice,0.002,0.19978304341331518,-0.3379982811708935,0.4857662875883806,0.0002923455050171,True,TRUE_DRIFT
Bull_education_Clarita,0.01,-0.03893596719996004,-0.04435204732623527,0.6556042546816151,0.0621426608215928,True,TRUE_DRIFT
Bull_education_Dakota,0.002,0.7492786670702817,0.5095756790246602,0.1083535199598584,0.0069316122979119,False,STABLE
Bull_education_Dan,0.002,0.32580204223578196,0.020789671664588255,0.7969763390245255,0.0289111845989653,True,TRUE_DRIFT
Bull_education_Dania,0.002,0.4916122615426116,0.3595178828409987,0.2571152973069133,0.0556591055964759,True,TRUE_DRIFT
Bull_education_Delia,0.0,0.42295970568446406,0.2587036832257439,1.2121341732669195,0.0712827623638888,True,TRUE_DRIFT
Bull_education_Dora,0.002,0.5276077671047976,0.2911755436635097,0.2154576339563246,0.0658225572652183,True,RECURRING_SEASONAL
Bull_education_Dottie,0.001,-0.45302790495884615,0.06057124790570278,0.0638196438872378,0.286721899117992,True,TRUE_DRIFT
Bull_education_Elva,0.002,0.1964931761908458,0.3271599570178022,0.6968768052195582,0.0263016781756252,True,TRUE_DRIFT
Bull_education_Fabiola,0.002,0.5139419978509429,0.17925359575985697,0.393867933473218,0.0073133760880282,True,RECURRING_SEASONAL
Bull_education_Geneva,0.002,0.4022990499167683,0.2376639616876706,0.0877646559848391,0.1269239621069752,False,STABLE
Bull_education_Genie,0.002,0.6271016318007883,0.28938561839822696,0.349837788754376,0.006754798471106,True,RECURRING_SEASONAL
Bull_education_Gregory,0.002,0.5999685719269935,0.2585097724241936,0.1465118707974116,7.009593474483461e-05,False,STABLE
Bull_education_Hayley,0.002,0.1166489196434121,0.23435858272298438,0.7575953567997117,0.0200206344817096,True,TRUE_DRIFT
Bull_education_Jae,0.002,0.0945578783484785,-0.004057427041708721,0.6890303675345052,0.0107818702333413,True,TRUE_DRIFT
Bull_education_Jeffery,0.001,0.48089120218826126,0.20284458200414804,0.5417851778714751,0.0704186649731644,True,TRUE_DRIFT
Bull_education_Joseph,0.004,0.6659696866992659,0.13729415546808466,0.3072314850922422,0.012862288631965,True,RECURRING_SEASONAL
Bull_education_Juan,0.002,0.4245979272591512,0.058342376362220776,0.3484038694103822,0.0623934495769751,True,TRUE_DRIFT
Bull_education_Kendra,0.002,0.7054237922798982,0.39637449429272276,0.3474471711578162,0.0055973856668886,True,RECURRING_SEASONAL
Bull_education_Krista,0.002,0.4039199819549066,0.10715475569316463,0.4407538053552555,0.0762307985053285,True,TRUE_DRIFT
Bull_education_Kristal,0.002,0.10729124247596758,-0.07930359810893715,0.9198949207558448,0.034783306996188,True,TRUE_DRIFT
Bull_education_Lenny,0.002,0.0865047344608593,0.30741691212793454,0.3748520127018706,0.0237160352393199,True,TRUE_DRIFT
Bull_education_Linnie,0.002,0.7828234346071163,0.467884115016908,0.2027295936417098,0.0381277000672645,True,RECURRING_SEASONAL
Bull_education_Luke,0.002,0.6664056576524684,0.27503727547646944,0.3842953932881605,0.0558946419291058,True,RECURRING_SEASONAL
Bull_education_Lydia,0.001,0.3913583140521974,0.3359249119788526,0.7174019859220391,0.1951426618566117,True,TRUE_DRIFT
Bull_education_Lyn,0.002,0.5091825032662546,0.16183781761448737,0.2597267175906435,0.0895107104257184,True,RECURRING_SEASONAL
Bull_education_Magaret,0.002,0.6806745361987387,0.2888248695651728,0.178677713518969,0.0397524282935998,True,RECURRING_SEASONAL
Bull_education_Mario,0.002,0.21670765359520758,0.2537471390943336,0.3213054033149629,0.0313330812702169,True,TRUE_DRIFT
Bull_education_Matilda,0.001,0.4322305030928764,-0.027514805022005876,1.1506726863969674,0.0585350613253925,True,TRUE_DRIFT
Bull_education_Mervin,0.002,0.34719087698887835,0.1919929286026751,0.4041352154611603,0.0782397808487048,True,TRUE_DRIFT
Bull_education_Miquel,0.002,0.6370162164423934,0.22422076574985828,0.3713894210185208,0.0528692534241411,True,RECURRING_SEASONAL
Bull_education_Miranda,0.002,0.25556821687408676,-0.007668327213555761,0.71641348753358,0.0492788858094509,True,TRUE_DRIFT
Bull_education_Myra,0.002,0.7267836591692779,0.2275692646116841,0.2774135039352834,0.0307467696778725,True,RECURRING_SEASONAL
Bull_education_Nichole,0.002,0.37115215793911693,0.2018687966262548,0.4914837337299816,0.0829004733885436,True,TRUE_DRIFT
Bull_education_Nina,0.002,0.025880881106094513,-0.05503822203228501,0.726431219252833,0.0007268582717429,True,TRUE_DRIFT
Bull_education_Nolan,0.002,-0.02222508895424416,0.12251378973318873,0.2611400177482237,0.0434804388932716,True,TRUE_DRIFT
Bull_education_Olive,0.002,0.5459509920321732,0.267282347620763,0.1793288347771976,0.2547494472409102,True,RECURRING_SEASONAL
Bull_education_Pablo,0.002,0.5348303446745719,0.4051079842171748,0.2408056885350721,0.018857225258753,True,RECURRING_SEASONAL
Bull_education_Pamela,0.002,0.27220672607271545,0.10106529047947364,0.530367166366046,0.0203805804010411,True,TRUE_DRIFT
Bull_education_Patrina,0.002,0.513904250419211,0.294544742454732,0.2383004151662864,0.0139518992889668,True,RECURRING_SEASONAL
Bull_education_Racheal,0.002,0.2347986115754133,0.06692951172768868,0.6194542372654199,0.019698033551946,True,TRUE_DRIFT
Bull_education_Reina,0.002,0.27619399887160795,0.3903181836952373,0.1143299344519608,0.0065281100651736,False,STABLE
Bull_education_Reynaldo,0.002,-0.09992766212327046,0.3344235444501149,0.317569324443779,0.0288742268050626,True,TRUE_DRIFT
Bull_education_Roland,0.003,0.3276923836238708,0.014255425308772413,0.5184928053360455,0.0314207050209263,True,TRUE_DRIFT
Bull_education_Roseann,0.003,-0.17939209629516598,-0.004458046802890753,0.3958443353753241,0.0051186483646252,True,TRUE_DRIFT
Bull_education_Sebastian,0.002,0.43256734591731616,0.20445237939359928,0.2909788424436814,0.0409981621047853,True,TRUE_DRIFT
Bull_education_Shona,0.002,0.09328181246014552,-0.026153017868603454,0.5576074852185864,0.009198443005363,True,TRUE_DRIFT
Bull_education_Stewart,0.002,0.3991811963046126,-0.06240319529012338,0.5386629480303844,0.039768053213625,True,TRUE_DRIFT
Bull_education_Summer,0.003,0.49331923189288573,0.08640104188818326,0.1933333723492197,0.0068965684527517,True,TRUE_DRIFT
Bull_education_Tracey,0.002,0.12233361174284575,0.3576291198470789,0.1946971440652332,0.1891830198007681,True,TRUE_DRIFT
Bull_education_Venita,0.002,-0.08747660270302872,0.4116458614649177,0.4283525283084062,0.1029440678878162,True,TRUE_DRIFT
Bull_education_Violeta,0.002,0.1053016532819296,0.18896157416591075,0.5011725034214431,0.0145951380772334,True,TRUE_DRIFT
Bull_lodging_Abby,0.003,0.5026159781846918,0.4472087057972318,0.4177028870861984,0.027247900852388,True,RECURRING_SEASONAL
Bull_lodging_Allen,0.002,0.8806374947955039,0.45995203171984644,0.149385034174203,0.1773208864560153,True,RECURRING_SEASONAL
Bull_lodging_Anibal,0.002,0.6925045658912274,0.29491001495542785,0.1153231744782137,0.0303820012660759,False,STABLE
Bull_lodging_Caren,0.002,0.5455835450735155,0.5985190734279126,0.3055237213310282,0.0689989130663651,True,RECURRING_SEASONAL
Bull_lodging_Carie,0.002,0.597369164566731,0.5809864499000341,0.6410369952422509,0.0250431459485901,True,RECURRING_SEASONAL
Bull_lodging_Charlotte,0.002,0.8551469914724917,0.45696163959484354,0.1207908965281121,0.2977603455833694,True,RECURRING_SEASONAL
Bull_lodging_Danielle,0.001,0.6294336838615978,0.20939143735069354,0.4125181465226995,0.2412863628782285,True,RECURRING_SEASONAL
Bull_lodging_Dave,0.002,0.7675634444582888,0.38147634534019503,0.405737147975027,0.004328736896261,True,RECURRING_SEASONAL
Bull_lodging_Elena,0.002,0.759465543034394,0.5542647042789745,0.2294292694181289,0.0091706472146323,True,RECURRING_SEASONAL
Bull_lodging_Graciela,0.003,0.13919025235717866,0.17789395377275133,0.0930518911222435,0.0366804754595879,False,STABLE
Bull_lodging_Hugo,0.001,0.786373409518616,0.3026341801930664,0.7683415809463968,0.0653078842169418,True,RECURRING_SEASONAL
Bull_lodging_Jeremiah,0.002,0.7903047228704637,0.020389021002273057,0.2083520768738636,0.0052259508937456,True,RECURRING_SEASONAL
Bull_lodging_Leonard,0.002,0.7170170442847071,0.5008265936240098,0.5066574405369516,0.0441431580943923,True,RECURRING_SEASONAL
Bull_lodging_Lettie,0.002,0.6923155781555612,0.23129414695536343,0.3798258185106636,0.0448095218402732,True,RECURRING_SEASONAL
Bull_lodging_Melissa,0.002,0.6241016571722023,0.47109047980390334,0.5544612216507404,0.0258888101712858,True,RECURRING_SEASONAL
Bull_lodging_Perry,0.002,0.7250323636342632,0.2969957577969513,0.3646127810972391,0.0150705804409675,True,RECURRING_SEASONAL
Bull_lodging_Terence,0.001,0.759798196335347,-0.21706431243349814,0.3386982830239917,0.1078636529016436,True,RECURRING_SEASONAL
Bull_lodging_Travis,0.002,0.7817330422531281,0.4027846279745673,1.3603865930698449,0.0194414606334171,True,RECURRING_SEASONAL
Bull_lodging_Xavier,0.002,0.8824212770390513,0.3370369833984899,0.0616835389109792,0.3748712080878429,True,RECURRING_SEASONAL
Bull_office_Anne,0.003,0.0677142906324197,0.1457843650222305,0.4939548863679751,0.0289240040771108,True,TRUE_DRIFT
Bull_office_Chantel,0.002,0.5707250993548848,0.2334287951889348,0.1910554197476957,0.2958612230912087,True,RECURRING_SEASONAL
Bull_office_Claudia,0.002,-0.00043346978060751056,0.3084053449433179,0.6012020316177047,0.0193903834070293,True,TRUE_DRIFT
Bull_office_Debbie,0.003,0.5123792771884145,0.4140716991437301,0.1927040533947664,0.0206438456302615,True,RECURRING_SEASONAL
Bull_office_Efren,0.0,0.36550296248218056,0.2149186835059252,1.205394839045963,0.1068768106818057,True,TRUE_DRIFT
Bull_office_Ella,0.0,0.5669653273511606,-0.14979792147960672,0.9117202993301564,0.1122780305878305,True,RECURRING_SEASONAL
Bull_office_Hilton,0.003,-0.11313585398724392,-0.1739708323040156,0.2191011665119365,0.0475382099351521,True,TRUE_DRIFT
Bull_office_Ivette,0.002,0.2943662335812262,0.2430352497701565,0.2175278160405435,0.0302689189272031,True,TRUE_DRIFT
Bull_office_Lilla,0.002,0.3523906673213451,0.3284109705158227,0.738321541392771,0.0531980183186854,True,TRUE_DRIFT
Bull_office_Marco,0.002,0.6979148918305219,0.27760991491435516,0.5114326985953785,0.142067957868347,True,RECURRING_SEASONAL
Bull_office_Myron,0.002,0.153433113459508,-0.08263510232049881,0.1450319646461846,0.0277261122695342,False,STABLE
Bull_office_Nicolas,0.002,0.06866010208527151,0.08857394806994277,0.1375734595102047,0.1055713386497207,False,STABLE
Bull_office_Rob,0.002,0.5303901736456436,0.2325542385380566,0.2990065628654392,0.004009243792742,True,RECURRING_SEASONAL
Bull_office_Sally,0.001,0.3207846560452124,0.06106755448888847,0.2398848769101128,0.0039526139604819,True,TRUE_DRIFT
Bull_office_Trevor,0.0,-0.11362141134536873,0.13931442086285725,1.2715111589421486,0.0283874127135571,True,TRUE_DRIFT
